name,price,color,size,description,image,url
"Polypropylene File Box Standard, W10 X D32 X H24cm, A4, Clear",AED 35.00,Clear,,"Polypropylene File Box Standard, W10 x D32 x H24 cm, A4, Clear",https://media.alshaya.com/adobe/assets/urn:aaid:aem:987ad116-8533-4cab-a183-b63b9ea44547/as/SK-J-4550344902769.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-file-box-standard-w10-x-d32-x-h24cm-a4-clear-clear.html
"Polypropylene Stand File Box A4, W10 X D27.6 X H31.8cm, White Grey",AED 35.00,White/Grey,,"Polypropylene Stand File Box A4, W10 x D27.6 x H31.8 cm, White Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:cabaa214-7466-4047-95b9-b57c29b85479/as/SK-J-4550344902899.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-stand-file-box-a4-w10-x-d276-x-h318cm-white-grey-white-grey.html
"Polypropylene File Box Standard Wide, W15 X D32 X H24cm, Clear",AED 69.00,Clear,,"Polypropylene File Box Standard Wide, W15 x D32 x H24cm, Clear",https://media.alshaya.com/adobe/assets/urn:aaid:aem:11d854f4-b782-4a45-af60-992e96d1b96c/as/SK-J-4550344902806.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-file-box-standard-wide-w15-x-d32-x-h24cm-clear-clear.html
"Polypropylene File Box Standard Wide, W15 X D32 X H12cm, 1/2 US, White Grey",AED 29.00,White/Grey,,"Polypropylene File Box Standard Wide, W15 x D32 x H12cm, 1/2 US, White Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:13e14d9a-5b0b-485e-aaf5-938631beeeac/as/SK-J-4550344902790.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-file-box-standard-wide-w15-x-d32-x-h12cm-12-us-white-grey-white-grey.html
Acrylic Protractor Semi-Circle,AED 5.00,Clear,,Acrylic Protractor Semi-Circle,https://media.alshaya.com/adobe/assets/urn:aaid:aem:47f44a82-797a-48ce-9722-c5e6d38d765c/as/SK-J-4550344902929.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-protractor-semi-circle-clear.html
"Acrylic Set Square / Trianglular Ruler , 45 Degrees",AED 5.00,Clear,,Acrylic Set Square / Trianglular Ruler 45 Degrees,https://media.alshaya.com/adobe/assets/urn:aaid:aem:7db1234a-4798-404e-b56d-7323a0edb412/as/SK-J-4550344903155.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-set-square-trianglular-ruler-45-degrees-clear.html
"Double Ring Sketchbook, 20 Sheets, F1, Beige",AED 35.00,Beige,,"Versatile in utility, the sketchbook F1 can be used to take notes or sketch a few shapes and thoughts. Enabled with double rings that allow 360-degree folding, it is easy to open flat and write on both sides of the notebook. With its plain cover, you can start using the sketchbook from any direction. This F1 size double-ring sketchbook contains 20 Sheets of paper.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:ada4a885-0ea0-42a8-937d-aabdcda4c04b/as/SK-J-4550182110920.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-double-ring-sketchbook-20-sheets-f1-beige-beige.html
Compass,AED 19.00,White/Grey,,"One Pencil Included . It comes with a pencil tip and needle cover, so you can put it in a pencil case as it is.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:ddefe5b2-a594-4bec-a5b3-3ade5d8051c2/as/SK-J-4550344902936.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-compass-white-grey.html
Wooden 2 Mm Mechanical Pencil Leads,AED 9.00,Black,,Wooden 2 Mm Mechanical PencilLeads,https://media.alshaya.com/adobe/assets/urn:aaid:aem:b0ff22de-eb3a-49e5-9773-c99b2ed81d60/as/SK-J-4550344302170.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-wooden-2-mm-mechanical-pencil-leads-black.html
"Correction Tape Cartridge , W 5 Mm X L 10 M, Clear",AED 12.00,Clear,,"Excelling in design, performance, and functionality, the correction tape cartridge tape is ideal to write or type over instantly with no drying time. Specially designed, it is easy to hold and use. The clear see-through texture lets you when you run out of correction tape. Correct the mistakes in the typed or printed documents with ease using this high-quality film-based correction tape that is super easy to apply with no mess.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:8e060910-87c6-4984-b7d8-03183acd21a5/as/SK-J-4550344302484.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-correction-tape-cartridge-w-5-mm-x-l-10-m-clear-clear.html
"Correction Tape Body Tape, W 5 Mm X L 10 M",AED 25.00,Clear,,"Thoughtfully designed, the correction tape body tape is a neat alternative to traditional liquid correction fluid or correction pens. This correction tape can easily erase characters since it is a tape type and the cartridge can be replaced. Ergonomic shape and comfort grip provides a secure hold, perfect for long correction tasks. Further, the transparent casing lets you see exactly how much tape remains on each roll.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:bb314a00-0c72-4bf1-8563-d35831347d4c/as/SK-J-4550344302477.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-correction-tape-body-tape-w-5-mm-x-l-10-m-clear.html
"Polypropylene Pen Case Horizontal , W 18.4 X D 6.4 X H 2.5 Cm",AED 19.00,Clear,,"Polypropylene Pen Case Horizontal, W18.4 x D6.4 x H2.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:69cfffd4-b536-4576-8185-a3874b4ebfb6/as/SK-J-4550344907511.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-pen-case-horizontal-w-184-x-d-64-x-h-25-cm-clear.html
"Bamboo Paper Small Card, White ,30 Sheets",AED 5.00,White,,"Bamboo Paper Small Card, White ,30 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a9144c6d-06c4-472b-9091-a08d5ee9a90d/as/SK-J-4550344310410.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-small-card-white-30-sheets-white.html
"Binder , A4 , 30 Rings",AED 39.00,Beige,,"Binder, A4, 30 Rings",https://media.alshaya.com/adobe/assets/urn:aaid:aem:2eaa9967-7fd4-44d7-8821-6adc53c9ac18/as/SK-J-4550182109917.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-binder-a4-30-rings-beige.html
"Polypropylene Pen Case Horizontal , W 17.0 X D 5.1 X H 2.0 Cm",AED 15.00,Clear,,"Polypropylene Pen Case Horizontal, W17.0 x D5.1 x H2.0 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0da21008-3ee5-4062-bb7b-3aac7aa883be/as/SK-J-4550344907504.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-pen-case-horizontal-w-170-x-d-51-x-h-20-cm-clear.html
Polypropylene Cable Storage,AED 15.00,White,,Polypropylene Cable Storage,https://media.alshaya.com/adobe/assets/urn:aaid:aem:375de3aa-197e-46cd-91c1-c9e9d7640260/as/SK-J-4550344596616.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-cable-storage-white.html
"High-Quality Paper 6 Mm Horizontal Ruled Line Double Ring Notebook, Rubber Clasp, 80 Sheets, A6, Black",AED 15.00,Black,,"Attractive to the core, this notebook with a ring mobile note with a black-coloured cover is an instant attention grabber wherever you take it out. This double ring notebook features a rubber clasp for securing the pages. The A6 sized notebook has 80 Sheets of high-quality paper in a 6 mm horizontal line pattern.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c5417a64-3ff3-470d-979e-fa0ae209671d/as/SK-J-4550182111316.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-high-quality-paper-6-mm-horizontal-ruled-line-double-ring-notebook-rubber-clasp-80-sheets-a6-black-black.html
Wooden 2 Mm Mechanical Pencil,AED 29.00,BROWN,,Wooden 2 mm Mechanical Pencil,https://media.alshaya.com/adobe/assets/urn:aaid:aem:34de3cef-235e-4b5a-baf7-6b7363e62555/as/SK-J-4550344302163.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-wooden-2-mm-mechanical-pencil-brown.html
Pencil,AED 5.00,BROWN,,Pencil,https://media.alshaya.com/adobe/assets/urn:aaid:aem:1c8ffcc0-27cc-47b5-ba75-7d04236dcd72/as/SK-J-4550344596876.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-pencil-brown.html
"Polypropylene Soft Film Clear Folder , Wide , A4 , 40 Pockets",AED 29.00,Semi Transparent,,"Polypropylene Soft film Clear folder, Wide, A4, 40 Pockets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:91419d00-2a2f-480e-9d7f-14415fbce75b/as/SK-J-4550344597095.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-soft-film-clear-folder-wide-a4-40-pockets-semi-transparent.html
"Polypropylene Clear Folder Side Opening , 3 Tiers , 180 Pockets",AED 15.00,Semi Transparent,,"Polypropylene Clear folder Side Opening, 3 tiers, 180 Pockets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:6f6d76fd-b666-480c-a549-c15b0dab30ce/as/SK-J-4550344596999.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-clear-folder-side-opening-3-tiers-180-pockets-semi-transparent.html
"Polypropylene Refill Card Pockets , A4 10 Sheets",AED 15.00,Semi Transparent,,"Polypropylene Refill Card pockets, A4 10 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:356b63cc-cefb-4a47-8449-fc3a48c2c2f0/as/SK-J-4550344596814.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-refill-card-pockets-a4-10-sheets-semi-transparent.html
"Polypropylene Soft Film Clear Folder , A4 , 40 Pockets",AED 25.00,Semi Transparent,,"Polypropylene Soft film Clear folder , A4 , 40 Pockets",https://www.muji.ae/assets/styles/ProductImages/J-4550344597071/image-thumb__577931__product_zoom_medium_606x504/4550344597071_1260.jpg,https://www.muji.ae/en/buy-polypropylene-soft-film-clear-folder-a4-40-pockets-semi-transparent.html
"Polypropylene Clear Folder Side Opening , Vertical Type , 60 Pockets",AED 15.00,Semi Transparent,,"Polypropylene Clear folder Side Opening, Vertical Type, 60 Pockets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:9d4b3866-4261-41bb-9dc2-3483f2629d18/as/SK-J-4550344597019.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-clear-folder-side-opening-vertical-type-60-pockets-semi-transparent.html
"Polypropylene Clear Folder Side Opening , 3 Tiers , 60 Pockets",AED 15.00,Semi Transparent,,Polypropylene Clear folder Side Opening 3 tiers 60 Pockets,https://www.muji.ae/assets/styles/ProductImages/J-4550344597002/image-thumb__577907__product_zoom_medium_606x504/4550344597002_1260.jpg,https://www.muji.ae/en/buy-polypropylene-clear-folder-side-opening-3-tiers-60-pockets-semi-transparent.html
"Polypropylene Soft Film Clear Folder , A4 , 60 Pockets",AED 35.00,Semi Transparent,,"Polypropylene Soft film Clear folder, A4, 60 Pockets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0bbb7e39-57e4-464f-a242-7a709d325f41/as/SK-J-4550344597088.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-soft-film-clear-folder-a4-60-pockets-semi-transparent.html
"Polypropylene Refill Postcard , A4 , 10 Sheets",AED 15.00,Semi Transparent,,Polypropylene Refill Postcard A4 10 sheets,https://www.muji.ae/assets/styles/ProductImages/J-4550344596821/image-thumb__577868__product_zoom_medium_606x504/4550344596821_1260.jpg,https://www.muji.ae/en/buy-polypropylene-refill-postcard-a4-10-sheets-semi-transparent.html
"Refill Clear Pocket , B4 , 15 Sheets",AED 15.00,Semi Transparent,,"Refill Clear pocket, B4, 15 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5f396dc2-0f10-45f2-99ef-bf960a14b4ca/as/SK-J-4550344596791.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-refill-clear-pocket-b4-15-sheets-semi-transparent.html
"Refill Clear Pocket , A5 , 10 Sheets",AED 15.00,Semi Transparent,,"Refill Clear pocket, A5, 10 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:10dc9d3a-bc1b-4da1-affe-de0206f81908/as/SK-J-4550344596784.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-refill-clear-pocket-a5-10-sheets-semi-transparent.html
"Polypropylene Soft Film Clear Folder , A4 , 20 Pockets",AED 19.00,Semi Transparent,,"Polypropylene Soft film Clear folder , A4 , 20 Pockets",https://www.muji.ae/assets/styles/ProductImages/J-4550344597064/image-thumb__577925__product_zoom_medium_606x504/4550344597064_1260.jpg,https://www.muji.ae/en/buy-polypropylene-soft-film-clear-folder-a4-20-pockets-semi-transparent.html
"Planting Tree Paper Double Ring Notebook , 48 Sheet , B5 , Beige",AED 19.00,Beige,,"Planting Tree Paper Double Ring Notebook, 48 Sheet, B5, Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:043af362-b893-4904-9b91-09ec9ec306f5/as/SK-J-4547315040124.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-48-sheet-b5-beige-beige.html
"Index Paper Divider, 20 Holes, 5 Mountains, A5, Beige",AED 12.00,Beige,,"Index Paper Divider, 20 Holes, 5 Mountains, A5, Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:3cc6b2fc-e01f-4cec-8e58-42f4ef5975af/as/SK-J-4550344596838.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-index-paper-divider-20-holes-5-mountains-a5-beige-beige.html
"Binder, 30 Rings, A4, Dark Grey",AED 39.00,Dark Grey,,"Binder, 30 Rings, A4, Dark Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c15df52b-a238-44ba-b5e9-bf58bb21feab/as/SK-J-4550182110098.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-binder-30-rings-a4-dark-grey-dark-grey.html
"Acrylic Spread Type Velor Inner Box, W 16.7 X D 3.7 X H 2 Cm, Grey",AED 29.00,Grey,,"Acrylic Spread Type Velor Inner Box, W16.7 x D3.7 x H2 cm, Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0e9e274f-6df6-4587-b680-b193504e6086/as/SK-J-4550344596586.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-spread-type-velor-inner-box-w-167-x-d-37-x-h-2-cm-grey-grey.html
"Index Paper Divider, 26 Holes, 5 Mountains, B5, Beige",AED 12.00,Beige,,"Index Paper Divider, 26 Holes, 5 Mountains, B5, Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:41900d14-b4b1-4793-b9a3-6ae028080190/as/SK-J-4550344596845.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-index-paper-divider-26-holes-5-mountains-b5-beige-beige.html
"Sticky Note , Translucent , 20 Sheets, W 7 X L 9.5 Cm",AED 15.00,Clear,,"Sticky Note, Translucent, 20 Sheets, W7 x L9.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:cfd335d5-87f9-4b73-8725-1e04473fa2e1/as/SK-J-4550344596746.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-translucent-20-sheets-w-7-x-l-95-cm-clear.html
"Color Pencil Set, 60 Pieces, Multicolor",AED 79.00,Multi,,"Color Pencil Set, 60 Pieces, Multicolor",https://media.alshaya.com/adobe/assets/urn:aaid:aem:7f7f8dcd-4f0d-4690-bac0-a334d3f3388f/as/SK-J-4547315355488.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-color-pencil-set-60-pieces-multicolor-multicolor.html
"Index Paper Divider, 30 Holes, 5 Mountains, A4, Beige",AED 15.00,Beige,,"Index Paper Divider, 30 Holes, 5 Mountains, A4, Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:019a64dc-19cc-42a8-80a2-fec11b42d8dd/as/SK-J-4550344596852.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-index-paper-divider-30-holes-5-mountains-a4-beige-beige.html
"Bamboo Paper Message Card , 10 Sheets",AED 5.00,White,,"Bamboo Paper Message Card, 10 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:70fa5d57-4dd8-4351-8de6-7c6ac2065130/as/SK-J-4550344310427.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-message-card-10-sheets-white.html
"Coloured Pencils Small, 36 Colors",AED 45.00,Multi,,"Coloured Pencils Small, 36 Colors",https://media.alshaya.com/adobe/assets/urn:aaid:aem:2577b744-b655-44e6-a91b-58fe317f90da/as/SK-J-4547315355471.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-coloured-pencils-small-36-colors-multi.html
"Planting Tree Paper Double Ring Notebook , Dark Grey , A6 , 48 Sheet",AED 12.00,Dark Grey,,"Planting Tree Paper Double Ring Notebook, Dark Grey, A6, 48 Sheet",https://media.alshaya.com/adobe/assets/urn:aaid:aem:15908d06-b983-46cd-92a4-dc9be334c821/as/SK-J-4547315264995.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-dark-grey-a6-48-sheet-dark-grey.html
"Gel Ink Ballpoint Pen Cap Type 0.38 , Purple",AED 12.00,Purple,,Gel Ink Ballpoint Pen Cap Type 0.38 Purple,https://media.alshaya.com/adobe/assets/urn:aaid:aem:c3140dd9-4593-46b5-8561-38051c569eca/as/SK-J-4550344227572.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-gel-ink-ballpoint-pen-cap-type-038-purple-purple.html
"Recycled Paper Notebook , Plain , A6 , 30 Sheets",AED 7.00,Beige,,"Recycled Paper Notebook, Plain, A6, 30 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:8403fb97-7c43-45ae-9a64-ccf2da7cdcba/as/SK-J-4550182108989.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-recycled-paper-notebook-plain-a6-30-sheets-beige.html
"Planting Tree Paper Double Ring Notebook , A5 , 48 Sheets",AED 15.00,Dark Grey,,"Planting Tree Paper Double Ring Notebook, A5, 48 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c7cca3c3-6fb4-4d39-96c4-d65417d81c7f/as/SK-J-4547315040155.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-a5-48-sheets-dark-grey.html
"Bamboo Paper Letter Paper , 15 Sheets",AED 5.00,BROWN,,"Bamboo Paper Letter Paper , 15 sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:b55ac1a5-3038-4ccd-80c4-c02c47303a2a/as/SK-J-4550344310434.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-letter-paper-15-sheets-brown.html
"Gel Ink Ballpoint Pen Cap Type 0.5 , Purple",AED 12.00,Purple,,"Gel Ink Ballpoint Pen Cap Type 0.5, Purple",https://media.alshaya.com/adobe/assets/urn:aaid:aem:fe000ef7-143d-4366-8635-0086f2b28223/as/SK-J-4550344227589.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-gel-ink-ballpoint-pen-cap-type-05-purple-purple.html
"Bamboo Paper Envelop Horizontal , 5 Sheets",AED 5.00,White,,"Bamboo Paper Envelop Horizontal, 5 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:61b39438-c0a2-468c-8653-1009a021297b/as/SK-J-4550344310403.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-envelop-horizontal-5-sheets-white.html
"Bamboo Paper Letter Paper , 15 Sheets",AED 5.00,White,,"Bamboo Paper Letter Paper, 15 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c338067c-1eb0-4de8-bf4b-4d7e696b23eb/as/SK-J-4550344310397.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-letter-paper-15-sheets-white.html
"Planting Tree Paper Double Ring Notebook , Grey , B5 , 48 Sheets",AED 19.00,Grey,,"Planting Tree Paper Double Ring Notebook, Grey, B5, 48 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:d0d81937-5c64-439d-87bb-21846c0c5021/as/SK-J-4547315040131.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-grey-b5-48-sheets-grey.html
"Planting Tree Paper Double Ring Notebook , A6 , 48 Sheet",AED 12.00,Beige,,"Planting Tree Paper Double Ring Notebook, A6, 48 Sheet",https://media.alshaya.com/adobe/assets/urn:aaid:aem:d0e1cc25-921e-4457-b56c-4bc328ffa31a/as/SK-J-4547315264964.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-a6-48-sheet-beige.html
"Index Paper Divider , 30 Holes , 5 Tabs , A4, Dark Grey",AED 15.00,Dark Grey,,"Index Paper Divider , 30 Holes , 5 Tabs , A4, Dark Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:109b5cf4-dfdc-4764-8fbc-e28f6999905e/as/SK-J-4550344296943.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-index-paper-divider-30-holes-5-tabs-a4-dark-grey-dark-grey.html
"Index Paper Divider , 20 Holes , 5 Tabs , A5, Dark Grey",AED 12.00,Dark Grey,,"Index Paper Divider, 20 Holes, 5 Tabs, A5, Dark Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a72fd22f-a621-40c0-8a20-35ed3be8660c/as/SK-J-4550344296967.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-index-paper-divider-20-holes-5-tabs-a5-dark-grey-dark-grey.html
Acrylic Tape Dispenser For 18mm Wide Tape,AED 9.00,Transparent,,Acrylic Tape dispenser for 18mm wide tape,https://media.alshaya.com/adobe/assets/urn:aaid:aem:4e9b6d26-7151-416b-a882-8c3355e7dfd2/as/SK-J-4550344596593.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-tape-dispenser-18mm-wide-tape-transparent.html
"Binder, 20 Holes, A5, Dark Grey",AED 29.00,Dark Grey,,"Lightweight and easy to carry, the binder is easy to organize your documents and share at a meeting in the office. Made from high-quality material, the binder ensures that the papers and documents filed inside to stay safe and secure. This A5 binder is ideal to keep track of receipts, documents, bills, and important documents at the office. Sporting a simple dark grey colour, this binder comes with 20 rings and looks more professional.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:6dace9df-8709-430b-9bbe-73ff1e088498/as/SK-J-4550182110159.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-binder-20-holes-a5-dark-grey-dark-gray.html
"Binder, 20 Holes, A5, Beige",AED 29.00,Beige,,"Lightweight and easy to carry, the binder is easy to organize your documents and share at a meeting in the office. Made from high-quality material, the binder ensures that the papers and documents filed inside to stay safe and secure. This A5 binder is ideal to keep track of receipts, documents, bills, and important documents at the office. Sporting a simple beige colour, this binder comes with 20 rings and looks more professional.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5f83848c-557c-4d04-9719-aab7cc63cc04/as/SK-J-4550182109979.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-binder-20-holes-a5-beige-beige.html
Bookmark Seal,AED 12.00,Multi,,Bookmark Seal,https://media.alshaya.com/adobe/assets/urn:aaid:aem:2a287eb0-45bd-453c-85d8-f406180e4676/as/SK-J-4548076539636.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bookmark-seal-multi.html
"Hexagon 6-Color Ballpoint Pen, 0.7 Mm, Black/Red/Pink/Orange/Light Blue/Blue",AED 35.00,Black/Red/Pink/Orange/Light Blue/Blue,,"Ideal for organizing and colour-coding, copy, bullet Journaling, doodling, and much more, the hexagon 6-colour ballpoint pen is a versatile writing tool. Great for use at home, office, or school, this pen is also stylish. This hexagonal axis multicolour ballpoint pen can write in six colours that include black, red, pink, orange, light blue, and blue. The precise and fine tip of 0.7 mm ensures a smooth writing experience.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:ab0544e0-5ddd-453c-9221-086d5efc6f04/as/SK-J-4547315040209.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-hexagon-6-color-ballpoint-pen-07-mm-blackredpinkorangelight-blueblue-black-red-pink-orange-light-blue-blue.html
"Paper Clips, 70 Pieces, Silver",AED 9.00,Silver,,"A must-have office stationery, the paper clips play an important role and come quite handy to organize documents. Available in an easy-to-use case, it is easy to use on the go and convenient to keep in the drawers. Available as 70 Pieces pack, these premium quality metal paper clips are corrosion resistant and do not cause any snags or marks on papers.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:77cb8b9a-905e-4fcc-953a-21321714f223/as/SK-J-4550182207842.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-paper-clips-70-pieces-silver-silver.html
"Double Clips, 6 Pieces, Silver",AED 9.00,Silver,,"Perfect for organizing and clipping documents together, these double clips are very versatile in utility. These high-performance clips come in an easy-to-use case that helps to secure them and keep them organized. Ideal for use to clip office, school, and daily file documents, It can also be used as DIY, bookmarks, photo album clips, business card holders and envelope clips. Each box contains 6 Pieces and is easy to carry on the go.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:6b06b766-d142-4a59-8812-c08f486d4f7b/as/SK-J-4550182207859.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-double-clips-6-pieces-silver-silver.html
"Writable Tape Measure, 2.5 M, White",AED 69.00,White,,"Measuring is an easy task, but when it comes to remembering the measurement, it is difficult. Now, with this writable tape measure, you can write a mark directly on the scale of the measure with a pencil or the like to note down and remember for another similar measurement. You can also write on the backside. This white coloured measuring tape can measure up to a length of 2.5m.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:701ddc23-3d8b-4181-bc7c-a5fbe67be53e/as/SK-J-4550182207828.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-writable-tape-measure-25-m-white-white.html
"7 Mm Horizontal Ruled Line Notebook, 30 Sheets, A4, Beige",AED 15.00,Beige,,"Lightweight, easy to carry with, this 7 mm horizontal ruled line notebook is also great for smooth writing It was created using a thread-binding approach that eliminates needless processing and ornamentation. The cover is simple, and the text has no top, bottom, left, or right margins, allowing it to be used from anywhere. With a plain beige coloured cover, this A4 size notebook is great for students, office workers, and teachers.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:59dc34e6-1708-4ff9-805c-e7757c185ea3/as/SK-J-4550182109580.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-7-mm-horizontal-ruled-line-notebook-30-sheets-a4-beige-beige.html
"6 Mm Horizontal Ruled Line Notebook, 30 Sheets, B5, Beige",AED 15.00,Beige,,"Made of premium quality paper, the 6 mm horizontal ruled line notebook brings a new level of writing experience. It was made with a thread-binding technique that minimises unnecessary processing and decoration. The cover is straightforward, and the text lacks top, bottom, left, and right borders, allowing it to be read from any angle. Sporting an elegant beige colour cover that is plain, this B5 notebook is convenient to carry.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a44c9a39-7f4d-4d6b-b128-3a46c3e70a6b/as/SK-J-4550182109528.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-6-mm-horizontal-ruled-line-notebook-30-sheets-b5-beige-beige.html
